Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS
1996,NBA,Atlanta Hawks*,56,26,0.683,2,5.52,86.8,,108.5,1.8,102.3,,Lost E. Conf. Semis,L. Wilkens (56,M. Blaylock (12.5)
1995,NBA,Atlanta Hawks*,46,36,0.561,4,1.29,89.6,,109.4,1.8,108,0.4,Lost E. Conf. Semis,L. Wilkens (46,M. Blaylock (9.0)
1994,NBA,Atlanta Hawks*,42,40,0.512,5,1.06,89.8,,106.6,,105.2,,Lost E. Conf. 1st Rnd.,L. Wilkens (42,M. Blaylock (9.4)
1993,NBA,Atlanta Hawks*,57,25,0.695,1,4.94,94.2,,107.2,0.9,101.7,,Lost E. Conf. Semis,L. Wilkens (57,M. Blaylock (10.2)
1992,NBA,Atlanta Hawks*,43,39,0.524,4,,97.6,0.8,109.3,1.3,110.2,2.2,Lost E. Conf. 1st Rnd.,B. Weiss (43,D. Wilkins (10.5)
1991,NBA,Atlanta Hawks,38,44,0.463,5,,97.8,1.2,107.3,,108.9,0.7,,B. Weiss (38,K. Willis (8.8)
1990,NBA,Atlanta Hawks*,43,39,0.524,4,0.72,98.6,0.8,110.9,3,110.1,2.2,Lost E. Conf. 1st Rnd.,B. Weiss (43,D. Wilkins (11.4)
1989,NBA,Atlanta Hawks,41,41,0.5,6,0.64,95.8,,113,4.9,111.9,3.8,,M. Fratello (41,D. Wilkins (11.1)
1988,NBA,Atlanta Hawks*,52,30,0.634,3,5.26,98.3,,112.2,4.4,107.2,,Lost E. Conf. 1st Rnd.,M. Fratello (52,M. Malone (10.7)
1987,NBA,Atlanta Hawks*,50,32,0.61,3,4.02,96.4,,111.3,3.3,107.6,,Lost E. Conf. Semis,M. Fratello (50,D. Wilkins (9.8)
1986,NBA,Atlanta Hawks*,57,25,0.695,1,7.18,97.4,,112.6,4.3,105.2,,Lost E. Conf. Semis,M. Fratello (57,D. Wilkins (12.2)
1985,NBA,Atlanta Hawks*,50,32,0.61,2,2.59,100,,107.9,0.7,105.6,,Lost E. Conf. Semis,M. Fratello (50,D. Wilkins (10.8)
1984,NBA,Atlanta Hawks,34,48,0.415,5,,99.8,,105.9,,107.3,,,M. Fratello (34,D. Wilkins (7.6)
1983,NBA,Atlanta Hawks*,40,42,0.488,3,,95.3,,105.5,,106.9,,Lost E. Conf. 1st Rnd.,M. Fratello (40,D. Roundfield (7.1)
1982,NBA,Atlanta Hawks*,43,39,0.524,2,,98.9,,102.2,,103.2,,Lost E. Conf. 1st Rnd.,K. Loughery (43,D. Roundfield (7.4)
1981,NBA,Atlanta Hawks*,42,40,0.512,2,0.81,95.1,,105.1,,104.6,,Lost E. Conf. 1st Rnd.,K. Loughery (42,D. Roundfield (6.5)
1980,NBA,Atlanta Hawks,31,51,0.378,4,,99.4,,104.3,,107.3,1.8,,H. Brown (31,D. Roundfield (7.0)
1979,NBA,Atlanta Hawks*,50,32,0.61,1,2.83,98.9,,105.2,,102.3,,Lost E. Conf. Semis,H. Brown (50,T. Rollins (9.2)
1978,NBA,Atlanta Hawks*,46,36,0.561,3,1.92,102.5,,105.6,1.8,103.6,,Lost E. Conf. Semis,H. Brown (46,J. Drew (8.9)
1977,NBA,Atlanta Hawks*,41,41,0.5,4,,103.3,,99.7,,99.8,,Lost E. Conf. 1st Rnd.,H. Brown (41,J. Drew (8.9)
1976,NBA,Atlanta Hawks,31,51,0.378,6,,104.6,,97.8,,101.6,2.1,,H. Brown (31,J. Drew (7.9)
1975,NBA,Atlanta Hawks,29,53,0.354,5,,103.6,,98.4,0.1,101.2,2.9,,C. Fitzsimmons (28,J. Drew (10.6)
1974,NBA,Atlanta Hawks,31,51,0.378,4,,106.3,1.8,98.3,0.6,99.5,1.8,,C. Fitzsimmons (31,J. Drew (7.1)
1973,NBA,Atlanta Hawks,35,47,0.427,2,,110.8,3,97.7,0,99,1.3,,C. Fitzsimmons (35,L. Hudson (8.8)
1972,NBA,Atlanta Hawks*,46,36,0.561,2,,113.8,3.1,98,1.2,98,1.2,Lost E. Conf. Semis,C. Fitzsimmons (46,L. Hudson (9.3)
1971,NBA,Atlanta Hawks*,36,46,0.439,2,,110.7,,98.7,0.8,100.3,2.4,Lost E. Conf. Semis,R. Guerin (36,W. Bellamy (10.3)
1970,NBA,Atlanta Hawks*,36,46,0.439,2,,117.2,2.1,96.9,,98.4,1.2,Lost E. Conf. Semis,R. Guerin (36,L. Hudson (7.9)
1969,NBA,Atlanta Hawks*,48,34,0.585,1,0.31,114.4,,102.3,3.3,101.9,2.9,Lost W. Div. Finals,R. Guerin (48,L. Hudson (11.1)
1968,NBA,Atlanta Hawks*,48,34,0.585,2,2.06,113.9,,97.4,1.9,95.5,0,Lost W. Div. Finals,R. Guerin (48,L. Hudson (10.1)
1967,NBA,St. Louis Hawks*,56,26,0.683,1,2.37,113.7,,98.4,1.6,96,,Lost W. Div. Semis,R. Guerin (56,Z. Beaty (11.8)
1966,NBA,St. Louis Hawks*,39,42,0.481,2,,117.7,,96.1,0,97.4,1.3,Lost W. Div. Finals,R. Guerin (39,L. Wilkens (7.6)
1965,NBA,St. Louis Hawks*,36,44,0.45,3,,116.6,,95.6,0.7,96.1,1.2,Lost W. Div. Finals,R. Guerin (36,Z. Beaty (10.3)
1964,NBA,St. Louis Hawks*,45,35,0.563,2,2.68,115.1,,94.5,0.9,91.8,,Lost W. Div. Semis,H. Gallatin (17,Z. Beaty (10.8)
1963,NBA,St. Louis Hawks*,46,34,0.575,2,1.39,114.6,1.4,95.4,0.8,94,,Lost W. Div. Finals,H. Gallatin (46,B. Pettit (14.9)
1962,NBA,St. Louis Hawks*,48,32,0.6,2,1.38,115.6,0.6,94.8,,93.3,,Lost W. Div. Finals,H. Gallatin (48,B. Pettit (14.3)
1961,NBA,St. Louis Hawks,29,51,0.363,4,,124.6,3.3,95.2,1.6,97.8,4.2,,P. Seymour (5,B. Pettit (11.5)
1960,NBA,St. Louis Hawks*,51,28,0.646,1,2.99,129.1,5.6,91.4,,88.7,,Lost Finals,P. Seymour (51,B. Pettit (14.9)
1959,NBA,St. Louis Hawks*,46,29,0.613,1,1.77,120,,94,2.9,91.8,0.7,Lost Finals,E. Macauley (46,C. Hagan (11.8)
1958,NBA,St. Louis Hawks*,49,23,0.681,1,2.89,115.6,3.6,93.3,3.1,90.1,,Lost W. Div. Finals,A. Phillip (6,B. Pettit (14.8)
1957,NBA,St. Louis Hawks*,41,31,0.569,1,0.82,119.5,2.5,89.7,0.9,88.6,,Won Finals,A. Hannum (41,B. Pettit (11.0)
1956,NBA,St. Louis Hawks*,34,38,0.472,1,,108.3,3.4,89,0.1,89.1,0.2,Lost Finals,R. Holzman (14,B. Pettit (11.6)
1955,NBA,St. Louis Hawks*,33,39,0.458,3,,109.4,6.6,87.6,,88.9,,Lost W. Div. Finals,R. Holzman (33,B. Pettit (13.8)
1954,NBA,Milwaukee Hawks,26,46,0.361,4,,100.5,2.4,86.4,,89.4,,,R. Holzman (26,B. Pettit (10.7)
1953,NBA,Milwaukee Hawks,21,51,0.292,4,,84.2,0.6,82.9,,89.2,1.7,,A. Levane (11,G. Ratkovicz (5.2)
1952,NBA,Milwaukee Hawks,27,44,0.38,5,,88.6,8.1,84,,85.7,,,A. Levane (27,M. Hutchins (6.9)
1951,NBA,Milwaukee Hawks,17,49,0.258,5,,90.7,4.9,80.4,,89.1,2.2,,D. Moore (17,D. Otten (5.6)
1950,NBA,Tri,25,43,0.368,5,,103.9,18.4,80.8,,84.4,,,D. McMillan (9,F. Brian (5.6)
1949,NBA,Tri,29,35,0.453,3,,,,,,,,Lost W. Div. Semis,R. Potter (1,D. Otten (5.2)
2017,NBA,Houston Rockets,25,9,0.735,1,8.21,99.2,2.1,115.2,7.4,106.7,,,M. D'Antoni (25,J. Harden (7.8)
2016,NBA,Houston Rockets*,55,27,0.671,2,5.84,100,3.6,114.7,5.9,109,0.2,Lost W. Conf. Semis,M. D'Antoni (55,J. Harden (15.0)
2015,NBA,Houston Rockets*,41,41,0.5,4,0.34,97.6,1.8,108.3,1.9,108.1,1.7,Lost W. Conf. 1st Rnd.,K. McHale (4,J. Harden (13.3)
2014,NBA,Houston Rockets*,56,26,0.683,1,3.82,96.5,2.6,107,1.4,103.4,,Lost W. Conf. Finals,K. McHale (56,J. Harden (16.4)
2013,NBA,Houston Rockets*,54,28,0.659,2,5.06,96.3,2.4,111,4.3,106.3,,Lost W. Conf. 1st Rnd.,K. McHale (54,J. Harden (12.8)
2012,NBA,Houston Rockets*,45,37,0.549,3,3.69,96.1,4.1,109.7,3.8,106.1,0.2,Lost W. Conf. 1st Rnd.,K. McHale (45,J. Harden (12.8)
2011,NBA,Houston Rockets,34,32,0.515,4,0.57,91.7,0.4,105.5,0.9,105.2,0.6,,K. McHale (34,G. Dragic (5.1)
2010,NBA,Houston Rockets,43,39,0.524,5,2.37,94.2,2.1,111.3,4,109,1.7,,R. Adelman (43,K. Martin (9.5)
2009,NBA,Houston Rockets,42,40,0.512,3,,94,1.3,107.6,0,108,0.4,,R. Adelman (42,L. Scola (6.3)
2008,NBA,Houston Rockets*,53,29,0.646,2,3.73,90.2,,108.4,0.1,104,,Lost W. Conf. Semis,R. Adelman (53,Y. Ming (10.6)
2007,NBA,Houston Rockets*,55,27,0.671,3,4.83,90.4,,106.8,,101.6,,Lost W. Conf. 1st Rnd.,R. Adelman (55,Y. Ming (8.3)
2006,NBA,Houston Rockets*,52,30,0.634,3,5.04,90.7,,106,,100.7,,Lost W. Conf. 1st Rnd.,J. Van Gundy (52,S. Battier (9.0)
2005,NBA,Houston Rockets,34,48,0.415,5,,88,,101.6,,103.3,,,J. Van Gundy (34,Y. Ming (8.6)
2004,NBA,Houston Rockets*,51,31,0.622,3,4.27,88.8,,106.2,0.1,101.7,,Lost W. Conf. 1st Rnd.,J. Van Gundy (51,T. McGrady (12.0)
2003,NBA,Houston Rockets*,45,37,0.549,5,2.28,87.8,,100.9,,99,,Lost W. Conf. 1st Rnd.,J. Van Gundy (45,Y. Ming (11.4)
2002,NBA,Houston Rockets,43,39,0.524,5,1.89,88.8,,104.3,0.7,102.6,,,R. Tomjanovich (43,S. Francis (11.1)
2001,NBA,Houston Rockets,28,54,0.341,5,,88.2,,103.1,,108.6,4.1,,R. Tomjanovich (28,C. Mobley (5.7)
2000,NBA,Houston Rockets,45,37,0.549,5,2.71,90.4,,106.7,3.7,104.2,1.2,,R. Tomjanovich (45,S. Francis (12.2)
1999,NBA,Houston Rockets,34,48,0.415,6,,94.2,1.1,104.8,0.7,105.7,1.6,,R. Tomjanovich (34,S. Francis (6.4)
1998,NBA,Houston Rockets*,31,19,0.62,3,1.39,88.8,,105.4,3.2,102.9,0.7,Lost W. Conf. 1st Rnd.,R. Tomjanovich (31,C. Barkley (6.8)
1997,NBA,Houston Rockets*,41,41,0.5,4,,91,0.7,107.7,2.7,108.6,3.6,Lost W. Conf. 1st Rnd.,R. Tomjanovich (41,C. Barkley (8.6)
1996,NBA,Houston Rockets*,57,25,0.695,2,3.85,91.6,1.5,108.8,2.1,104,,Lost W. Conf. Finals,R. Tomjanovich (57,C. Barkley (9.4)
1995,NBA,Houston Rockets*,48,34,0.585,3,1.63,93.2,1.4,109.3,1.7,107.4,,Lost W. Conf. Semis,R. Tomjanovich (48,H. Olajuwon (9.7)
1994,NBA,Houston Rockets*,47,35,0.573,3,2.32,94.2,1.3,109.7,1.4,107.4,,Won Finals,R. Tomjanovich (47,H. Olajuwon (10.7)
1993,NBA,Houston Rockets*,58,24,0.707,1,4.19,95,,105.9,,101.4,,Won Finals,R. Tomjanovich (58,H. Olajuwon (14.3)
1992,NBA,Houston Rockets*,55,27,0.671,1,3.57,94.4,,109.6,1.6,105.2,,Lost W. Conf. Semis,R. Tomjanovich (55,H. Olajuwon (15.8)
1991,NBA,Houston Rockets,42,40,0.512,3,,95.1,,106.2,,108,,,D. Chaney (26,H. Olajuwon (9.8)
1990,NBA,Houston Rockets*,52,30,0.634,3,3.27,98.5,0.7,107.4,,103.9,,Lost W. Conf. 1st Rnd.,D. Chaney (52,O. Thorpe (10.4)
1989,NBA,Houston Rockets*,41,41,0.5,5,1.71,101.2,2.9,104.8,,103.4,,Lost W. Conf. 1st Rnd.,D. Chaney (41,H. Olajuwon (11.2)
1988,NBA,Houston Rockets*,45,37,0.549,2,0.22,101.8,1.2,105.7,,104.8,,Lost W. Conf. 1st Rnd.,D. Chaney (45,H. Olajuwon (12.4)
1987,NBA,Houston Rockets*,46,36,0.561,4,0.82,101.8,2.2,107.1,,105.7,,Lost W. Conf. 1st Rnd.,B. Fitch (46,H. Olajuwon (10.7)
1986,NBA,Houston Rockets*,42,40,0.512,3,0.6,99.9,,106.5,,105.5,,Lost W. Conf. Semis,B. Fitch (42,H. Olajuwon (10.9)
1985,NBA,Houston Rockets*,51,31,0.622,1,2.1,103.5,1.4,110.1,2.9,107.6,0.4,Lost Finals,B. Fitch (51,H. Olajuwon (9.5)
1984,NBA,Houston Rockets*,48,34,0.585,2,1.38,102.2,0.1,107.9,0,106.3,,Lost W. Conf. 1st Rnd.,B. Fitch (48,H. Olajuwon (10.2)
1983,NBA,Houston Rockets,29,53,0.354,6,,104.7,3.3,105.3,,108.2,0.6,,B. Fitch (29,R. Sampson (6.0)
1982,NBA,Houston Rockets,14,68,0.171,6,,102.2,,97,,108.3,3.6,,D. Harris (14,A. Leavell (3.8)
1981,NBA,Houston Rockets*,46,36,0.561,3,,97.2,,108.3,1.4,108.3,1.4,Lost W. Conf. 1st Rnd.,D. Harris (46,M. Malone (15.4)
1980,NBA,Houston Rockets*,40,42,0.488,3,,100.5,,107,1.5,106.7,1.2,Lost Finals,D. Harris (40,M. Malone (13.7)
1979,NBA,Houston Rockets*,41,41,0.5,2,0.27,101.2,,108.1,2.8,108,2.7,Lost E. Conf. Semis,D. Harris (41,M. Malone (11.9)
1978,NBA,Houston Rockets*,47,35,0.573,2,0.92,103.8,,108.7,4.9,107.7,3.9,Lost E. Conf. 1st Rnd.,T. Nissalke (47,M. Malone (14.1)
1977,NBA,Houston Rockets,28,54,0.341,6,,101.3,,102.2,1.3,106.1,5.2,,T. Nissalke (28,C. Murphy (7.4)
1976,NBA,Houston Rockets*,49,33,0.598,1,1.44,101.3,,104.5,5,102.9,3.4,Lost E. Conf. Finals,T. Nissalke (49,R. Tomjanovich (10.4)
1975,NBA,Houston Rockets,40,42,0.488,3,,104.7,,101.1,2.8,101.8,3.5,,J. Egan (40,C. Murphy (8.8)
1974,NBA,Houston Rockets*,41,41,0.5,2,0.84,102.9,,100.4,2.7,99.4,1.7,Lost E. Conf. Semis,J. Egan (41,R. Tomjanovich (10.1)
1973,NBA,Houston Rockets,32,50,0.39,3,,106.1,,100.3,2.6,100.5,2.8,,J. Egan (32,R. Tomjanovich (12.8)
1972,NBA,Houston Rockets,33,49,0.402,3,,115.2,4.5,97.9,1.1,99.4,2.6,,T. Winter (17,R. Tomjanovich (6.9)
1971,NBA,Houston Rockets,34,48,0.415,4,,114.7,2.7,95.4,,96.8,,,T. Winter (34,R. Tomjanovich (8.4)
1970,NBA,San Diego Rockets,40,42,0.488,3,0.21,118.5,3.4,95.2,,95.5,,,A. Hannum (40,S. Lantz (10.5)
1969,NBA,San Diego Rockets,27,55,0.329,7,,125.1,8,94.4,,96.8,,,J. McMahon (9,E. Hayes (8.5)
1968,NBA,San Diego Rockets*,37,45,0.451,4,,123.8,6.9,92.7,,92.8,,Lost W. Div. Semis,J. McMahon (37,E. Hayes (9.6)
1967,NBA,San Diego Rockets,15,67,0.183,6,,121.9,2.1,91.8,,98.8,2,,J. McMahon (15,D. Gambee (5.0)
2017,NBA,San Antonio Spurs,25,11,0.694,2,3.03,94.5,,107.7,,104,,,G. Popovich (25,L. Aldridge (5.0)
2016,NBA,San Antonio Spurs*,61,21,0.744,1,7.13,94.2,,111.1,2.3,103.5,,Lost W. Conf. Finals,G. Popovich (61,K. Leonard (13.6)
2015,NBA,San Antonio Spurs*,67,15,0.817,1,10.28,93.8,,110.3,3.9,99,,Lost W. Conf. Semis,G. Popovich (67,K. Leonard (13.7)
2014,NBA,San Antonio Spurs*,55,27,0.671,2,6.34,93.8,,108.5,2.9,102,,Lost W. Conf. 1st Rnd.,G. Popovich (55,T. Duncan (9.6)
2013,NBA,San Antonio Spurs*,62,20,0.756,1,8,95,1.1,110.5,3.8,102.4,,Won Finals,G. Popovich (62,K. Leonard (7.7)
2012,NBA,San Antonio Spurs*,58,24,0.707,1,6.67,94.2,2.2,108.3,2.4,101.6,,Lost Finals,G. Popovich (58,T. Parker (9.3)
2011,NBA,San Antonio Spurs*,50,16,0.758,1,7.28,92.9,1.6,110.9,6.3,103.2,,Lost W. Conf. Finals,G. Popovich (50,T. Parker (7.1)
2010,NBA,San Antonio Spurs*,61,21,0.744,1,5.86,92.3,0.2,111.8,4.5,105.6,,Lost W. Conf. 1st Rnd.,G. Popovich (61,M. Ginobili (9.9)
2009,NBA,San Antonio Spurs*,50,32,0.61,2,5.07,91.7,,110,2.4,104.5,,Lost W. Conf. Semis,G. Popovich (50,T. Duncan (10.9)
2008,NBA,San Antonio Spurs*,54,28,0.659,1,3.36,88.4,,108.5,0.2,104.3,,Lost W. Conf. 1st Rnd.,G. Popovich (54,T. Duncan (10.1)
2007,NBA,San Antonio Spurs*,56,26,0.683,2,5.1,88.8,,107.2,,101.8,,Lost W. Conf. Finals,G. Popovich (56,M. Ginobili (11.1)
2006,NBA,San Antonio Spurs*,58,24,0.707,2,8.35,89.8,,109.2,2.7,99.9,,Won Finals,G. Popovich (58,T. Duncan (13.0)
2005,NBA,San Antonio Spurs*,63,19,0.768,1,6.69,88.5,,107.3,1.1,99.6,,Lost W. Conf. Semis,G. Popovich (63,T. Duncan (10.8)
2004,NBA,San Antonio Spurs*,59,23,0.72,1,7.84,88.9,,107.5,1.4,98.8,,Won Finals,G. Popovich (59,T. Duncan (11.2)
2003,NBA,San Antonio Spurs*,57,25,0.695,2,7.51,89.2,,102.2,,94.1,,Lost W. Conf. Semis,G. Popovich (57,T. Duncan (13.1)
2002,NBA,San Antonio Spurs*,60,22,0.732,1,5.65,90,,105.6,2,99.7,,Won Finals,G. Popovich (60,T. Duncan (16.5)
2001,NBA,San Antonio Spurs*,58,24,0.707,1,6.28,90,,106.5,2,99.7,,Lost W. Conf. Semis,G. Popovich (58,T. Duncan (17.8)
2000,NBA,San Antonio Spurs*,58,24,0.707,1,7.92,89.6,,106.6,3.6,98,,Lost W. Conf. Finals,G. Popovich (58,T. Duncan (13.2)
1999,NBA,San Antonio Spurs*,53,29,0.646,2,5.92,90.8,,105,0.9,98.6,,Lost W. Conf. 1st Rnd.,G. Popovich (53,T. Duncan (13.0)
1998,NBA,San Antonio Spurs*,37,13,0.74,1,7.12,88.6,,104,1.8,95,,Won Finals,G. Popovich (37,T. Duncan (8.7)
1997,NBA,San Antonio Spurs*,56,26,0.683,2,3.3,88.4,,103.8,,99.4,,Lost W. Conf. Semis,G. Popovich (56,D. Robinson (13.8)
1996,NBA,San Antonio Spurs,20,62,0.244,6,,87.3,,103.3,,112.3,5.6,,B. Hill (3,W. Perdue (4.4)
1995,NBA,San Antonio Spurs*,59,23,0.72,1,5.98,93.3,1.5,110.2,2.6,103.5,,Lost W. Conf. Semis,B. Hill (59,D. Robinson (18.3)
1994,NBA,San Antonio Spurs*,62,20,0.756,1,5.9,94.6,1.7,111.7,3.4,105.4,,Lost W. Conf. Finals,B. Hill (62,D. Robinson (17.5)
1993,NBA,San Antonio Spurs*,55,27,0.671,2,5.05,90.1,,110.4,4.1,104.6,,Lost W. Conf. 1st Rnd.,J. Lucas (55,D. Robinson (20.0)
1992,NBA,San Antonio Spurs*,49,33,0.598,2,2.21,95.4,,109.6,1.6,106.8,,Lost W. Conf. Semis,J. Tarkanian (9,D. Robinson (13.2)
1991,NBA,San Antonio Spurs*,47,35,0.573,2,2.81,96.2,,107.5,,104.1,,Lost W. Conf. 1st Rnd.,L. Brown (21,D. Robinson (13.9)
1990,NBA,San Antonio Spurs*,55,27,0.671,1,4.3,98.6,0.8,107.8,,103.3,,Lost W. Conf. 1st Rnd.,L. Brown (55,D. Robinson (17.0)
1989,NBA,San Antonio Spurs*,56,26,0.683,1,3.58,98.5,0.2,107.7,,104.2,,Lost W. Conf. Semis,L. Brown (56,D. Robinson (15.1)
1988,NBA,San Antonio Spurs,21,61,0.256,5,,104.1,3.5,100.9,,107.9,0.1,,L. Brown (21,W. Anderson (4.9)
1987,NBA,San Antonio Spurs*,31,51,0.378,5,,104.4,4.8,108.2,0.2,112.8,4.8,Lost W. Conf. 1st Rnd.,B. Weiss (31,A. Robertson (5.8)
1986,NBA,San Antonio Spurs,28,54,0.341,6,,101.7,0.9,105.9,,110.8,2.5,,B. Weiss (28,D. Greenwood (6.2)
1985,NBA,San Antonio Spurs*,35,47,0.427,6,,103.8,1.7,106.5,,108.2,1,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (35,A. Robertson (8.6)
1984,NBA,San Antonio Spurs*,41,41,0.5,5,0.63,103.9,1.8,109.9,2,109,1.1,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (41,A. Gilmore (10.5)
1983,NBA,San Antonio Spurs,37,45,0.451,5,,106.5,5.1,111.2,3.6,111.4,3.8,,M. McHone (11,A. Gilmore (6.7)
1982,NBA,San Antonio Spurs*,53,29,0.646,1,3.1,103.3,0.2,110.1,5.4,106.6,1.9,Lost W. Conf. Finals,S. Albeck (53,A. Gilmore (11.0)
1981,NBA,San Antonio Spurs*,48,34,0.585,1,1.79,102.5,1.6,109.9,3,107.6,0.7,Lost W. Conf. Finals,S. Albeck (48,G. Gervin (10.7)
1980,NBA,San Antonio Spurs*,52,30,0.634,1,2.18,102.9,1.1,108.5,3,105.7,0.2,Lost W. Conf. Semis,S. Albeck (52,G. Gervin (10.5)
1979,NBA,San Antonio Spurs*,41,41,0.5,3,,109.5,6.4,108.6,3.3,109,3.7,Lost E. Conf. 1st Rnd.,D. Moe (33,G. Gervin (10.6)
1978,NBA,San Antonio Spurs*,48,34,0.585,1,4.97,110.6,4.8,107.1,3.3,102.4,,Lost E. Conf. Finals,D. Moe (48,G. Gervin (11.4)
1977,NBA,San Antonio Spurs*,52,30,0.634,1,3.2,109,2.3,104.5,3.6,101.4,0.5,Lost E. Conf. Semis,D. Moe (52,G. Gervin (12.0)
1976,NBA,San Antonio Spurs*,44,38,0.537,3,0.53,111.8,5.3,102.5,3,102,2.5,Lost E. Conf. 1st Rnd.,D. Moe (44,G. Gervin (10.5)
1975,ABA,San Antonio Spurs*,50,34,0.595,3,3.82,106.8,,107.5,3.4,103.6,,Lost Semis,B. Bass (50,J. Silas (13.1)
1974,ABA,San Antonio Spurs*,51,33,0.607,2,3.89,102.9,,109.5,4.8,105.4,0.7,Lost W. Div. Semis,T. Nissalke (18,G. Gervin (10.0)
1973,ABA,San Antonio Spurs*,45,39,0.536,3,0.74,95,,101.7,,100.8,,Lost W. Div. Semis,T. Nissalke (45,J. Silas (7.9)
1972,ABA,Dallas Chaparrals,28,56,0.333,5,,108.6,,101.1,,105.1,3.3,,B. McCarthy (24,J. Silas (7.4)
1971,ABA,Dallas Chaparrals*,42,42,0.5,3,0.26,103.4,,99.7,,99.6,,Lost W. Div. Semis,T. Nissalke (42,D. Freeman (8.9)
1970,ABA,Texas Chaparrals*,30,54,0.357,4,,114.3,3.2,105.1,0.1,107.7,2.7,Lost W. Div. Semis,M. Williams (5,J. Beasley (6.8)
1969,ABA,Dallas Chaparrals*,45,39,0.536,2,2.13,113.1,3.9,105.3,2.6,103.6,0.9,Lost W. Div. Semis,C. Hagan (22,G. Combs (8.6)
1968,ABA,Dallas Chaparrals*,41,37,0.526,4,,105.8,,104.2,0.2,104.8,0.8,Lost W. Div. Semis,C. Hagan (41,J. Beasley (8.1)
1967,ABA,Dallas Chaparrals*,46,32,0.59,2,0.98,105,,103.7,2.4,102.5,1.2,Lost W. Div. Finals,C. Hagan (46,J. Beasley (8.9)
2017,NBA,New Orleans Pelicans,18,17,0.514,3,0.33,99.8,2.7,110.6,2.8,110.6,2.8,,A. Gentry (18,A. Davis (5.5)
2016,NBA,New Orleans Pelicans,34,48,0.415,4,,98,1.6,105.2,,107.4,,,A. Gentry (34,A. Davis (11.0)
2015,NBA,New Orleans Pelicans,30,52,0.366,5,,96.8,1,105.6,,109.5,3.1,,A. Gentry (30,A. Davis (7.2)
2014,NBA,New Orleans Pelicans*,45,37,0.549,5,1.13,91.4,,108.2,2.6,107.3,1.7,Lost W. Conf. 1st Rnd.,M. Williams (45,A. Davis (14.0)
2013,NBA,New Orleans Pelicans,34,48,0.415,5,,92.2,,107.2,0.5,110.1,3.4,,M. Williams (34,A. Davis (10.4)
2012,NBA,New Orleans Hornets,27,55,0.329,5,,88.5,,105.7,,110.1,4.2,,M. Williams (27,R. Anderson (6.5)
2011,NBA,New Orleans Hornets,21,45,0.318,5,,88.3,,100.9,,105.1,0.5,,M. Williams (21,J. Jack (3.8)
2010,NBA,New Orleans Hornets*,46,36,0.561,3,1.28,88.7,,106.2,,105.2,,Lost W. Conf. 1st Rnd.,M. Williams (46,C. Paul (13.9)
2009,NBA,New Orleans Hornets,37,45,0.451,5,,92.6,,107.4,,110.1,2.5,,B. Scott (3,D. West (7.5)
2008,NBA,New Orleans Hornets*,49,33,0.598,4,1.41,87.8,,108.7,0.4,107,,Lost W. Conf. 1st Rnd.,B. Scott (49,C. Paul (18.3)
2007,NBA,New Orleans Hornets*,56,26,0.683,1,5.46,89.9,,111.5,4,105.7,,Lost W. Conf. Semis,B. Scott (56,C. Paul (17.8)
2006,NBA,New Orleans/Oklahoma City Hornets,39,43,0.476,4,,90.2,,104.8,,106.5,0,,B. Scott (39,C. Paul (8.8)
2005,NBA,New Orleans/Oklahoma City Hornets,38,44,0.463,4,,89,,103.7,,106.8,0.6,,B. Scott (38,C. Paul (10.4)
2004,NBA,New Orleans Hornets,18,64,0.22,5,,87.6,,99.7,,107.7,1.6,,B. Scott (18,P. Brown (6.9)
2003,NBA,New Orleans Hornets*,41,41,0.5,3,,89.1,,102.3,,102.4,,Lost E. Conf. 1st Rnd.,T. Floyd (41,P. Brown (8.1)
2002,NBA,New Orleans Hornets*,47,35,0.573,3,1.52,89.4,,103.9,0.3,101.6,,Lost E. Conf. 1st Rnd.,P. Silas (47,P. Brown (10.2)
2017,NBA,Dallas Mavericks,12,25,0.324,4,,95,,105.6,,108.2,0.4,,R. Carlisle (12,D. Nowitzki (2.4)
2016,NBA,Dallas Mavericks,33,49,0.402,5,,92.2,,105.6,,108.8,0,,R. Carlisle (33,S. Curry (4.6)
2015,NBA,Dallas Mavericks*,42,40,0.512,2,,94.3,,106.7,0.3,107,0.6,Lost W. Conf. 1st Rnd.,R. Carlisle (42,D. Nowitzki (6.8)
2014,NBA,Dallas Mavericks*,50,32,0.61,4,3.36,95.2,1.3,109.5,3.9,106.4,0.8,Lost W. Conf. 1st Rnd.,R. Carlisle (50,T. Chandler (10.3)
2013,NBA,Dallas Mavericks*,49,33,0.598,4,2.91,93.5,,111.2,4.5,108.7,2,Lost W. Conf. 1st Rnd.,R. Carlisle (49,D. Nowitzki (10.9)
2012,NBA,Dallas Mavericks,41,41,0.5,4,,94.1,2.1,105.9,0,106.5,0.6,,R. Carlisle (41,V. Carter (6.0)
2011,NBA,Dallas Mavericks*,36,30,0.545,3,1.78,91.4,0.1,103.3,,102.3,,Lost W. Conf. 1st Rnd.,R. Carlisle (36,D. Nowitzki (7.6)
